"RefDes","Manufacturer","Mpn","Place","PcbSide","X","Y","Rotation"
"R83","YAGEO","RC0402FR-0749R9L","true","Top","202.9","84.95","90"
"R84","UNI-ROYAL(Uniroyal Elec)","0402WGF1002TCE","true","Top","110.5","48.2","180"
"R85","UNI-ROYAL(Uniroyal Elec)","0402WGF1002TCE","true","Top","110.47","42.4","180"
"R86","YAGEO","RC0402FR-0749R9L","true","Top","202.9","108","90"
"R87","YAGEO","RC0402FR-0749R9L","true","Top","202.9","87.45","90"
"R88","UNI-ROYAL(Uniroyal Elec)","0402WGF3300TCE","true","Top","112.78","46.3","90"
"R89","UNI-ROYAL(Uniroyal Elec)","0402WGF3300TCE","true","Top","112.78","44.25","-90"
"R90","UNI-ROYAL(Uniroyal Elec)","0402WGF4701TCE","true","Top","125.5","87.5","0"
"R91","UNI-ROYAL(Uniroyal Elec)","0402WGF4701TCE","true","Top","125.5","88.5","0"
"R92","UNI-ROYAL(Uniroyal Elec)","0402WGF4701TCE","true","Top","105.5","87.45","0"
"R93","UNI-ROYAL(Uniroyal Elec)","0402WGF4701TCE","true","Top","105.5","88.45","0"
"R94","YAGEO","YC164-FR-072KL","true","Top","120","92.7","180"
"R95","YAGEO","YC164-FR-072KL","true","Top","100","92.7","180"
"R96","UNI-ROYAL(Uniroyal Elec)","0402WGF1002TCE","true","Top","117.2","92.7","-90"
"R97","UNI-ROYAL(Uniroyal Elec)","0402WGF1002TCE","true","Top","97.15","92.7","-90"
"R98","YAGEO","RC1206JR-07120RL","true","Top","134.2","20.9","180"
"R99","YAGEO","RC0603FR-7W10KL","true","Top","132.9","18.25","90"
"R100","YAGEO","RC0603FR-7W10KL","true","Top","140.4","18.25","90"
"R101","YAGEO","RC0603FR-7W10KL","true","Top","135.4","18.25","90"
"R102","YAGEO","RC0603FR-7W10KL","true","Top","137.9","18.25","90"
"R103","YAGEO","YC164-FR-072KL","true","Top","113","88","-90"
"R104","YAGEO","YC164-FR-072KL","true","Top","93","88","-90"
"R105","YAGEO","YC164-FR-072KL","true","Top","113","83.5","-90"
"R106","YAGEO","YC164-FR-072KL","true","Top","93","83.5","-90"
"R107","YAGEO","RC0402FR-0749R9L","true","Top","65","73.05","180"
"R108","YAGEO","RC0402FR-0749R9L","true","Top","65","70.25","180"
"R109","YAGEO","RC0402FR-0722K1L","true","Top","63.975","76.725","0"
"R110","UNI-ROYAL(Uniroyal Elec)","0402WGF1002TCE","true","Top","65.6","75.2","-90"
"R111","Vishay Intertech","CRCW06030000Z0EAHP","true","Top","70","81.55","180"
"R112","UNI-ROYAL(Uniroyal Elec)","0402WGF1002TCE","true","Top","75.5","73.5","180"
"R113","UNI-ROYAL(Uniroyal Elec)","0402WGF1002TCE","true","Top","75.5","76","180"
"R114","YAGEO","RC0603FR-0710KL","true","Top","112.2","97.475","180"
"R115","YAGEO","RC0603FR-0710KL","true","Top","172.3","94.65","0.01"
"R116","YAGEO","RT0603BRD071KL","true","Top","162","88.5","-90"
"R117","YAGEO","RT0603BRD071KL","true","Top","167","88.5","-90"
"R118","YAGEO","RC0603FR-0710KL","true","Top","175.15","94.65","0.01"
"R119","YAGEO","RC0603FR-0710KL","true","Top","178","94.65","0.01"
"R120","YAGEO","RT0603BRD071KL","true","Top","169.5","88.5","-90"
"R121","YAGEO","RT0603BRD071KL","true","Top","174.5","88.5","-90"
"R122","YAGEO","RC0603FR-0710KL","true","Top","180.85","94.65","0.01"
"R123","YAGEO","RT0603BRD071KL","true","Top","105","98.75","-90"
"R124","YAGEO","RT0603BRD071KL","true","Top","100.5","102.75","90"
"R125","YAGEO","RT0603BRD071KL","true","Top","114.75","98.75","-90"
"R126","YAGEO","RT0603BRD071KL","true","Top","119.25","98.75","-90"
"R127","YAGEO","RC0603FR-0710KL","true","Top","180.85","98.85","0.01"
"R128","YAGEO","RT0603BRD071KL","true","Top","100.5","98.75","-90"
"R129","YAGEO","RT0603BRD071KL","true","Top","105","102.75","90"
"R130","YAGEO","RT0603BRD071KL","true","Top","114.75","102.75","90"
"R131","YAGEO","RT0603BRD071KL","true","Top","119.25","102.75","90"
"R132","YAGEO","RT0603BRD071KL","true","Top","180.75","88.5","-90"
"R133","YAGEO","RT0603BRD071KL","true","Top","185.75","88.5","-90"
"R134","YAGEO","RC0603FR-0710KL","true","Top","178","98.85","0.01"
"R135","YAGEO","RT0603BRD071KL","true","Top","185","24.5","90"
"R136","YAGEO","RC0603FR-0710KL","true","Top","175.15","98.85","0.01"
"R137","YAGEO","RT0603BRD071KL","true","Top","182.5","24.5","90"
"R138","YAGEO","RT0603BRD071KL","true","Top","188.25","88.5","-90"
"R139","YAGEO","RT0603BRD071KL","true","Top","193.25","88.5","-90"
"R140","YAGEO","RT0603BRD071KL","true","Top","187.4","18.4","-90"
"R141","YAGEO","RC0603FR-0710KL","true","Top","172.3","98.85","0.01"
"R142","YAGEO","RT0603BRD071KL","true","Top","190.2","18.4","-90"
"R143","YAGEO","RC0603FR-0747KL","true","Top","198.15","17.45","180"
"R144","YAGEO","RT0603BRD071KL","true","Top","198.15","18.9","180"
"R145","YAGEO","RC0603FR-07510RL","true","Top","152.4","26.7","-90"
"R146","YAGEO","RC0603FR-07510RL","true","Top","159.9","26.7","-90"
"R147","YAGEO","RC0603FR-0710KL","true","Top","163.65","26.7","-90"
"R148","YAGEO","RC0603FR-07510RL","true","Top","163.65","21.7","-90"
"R149","YAGEO","RC0603FR-0710KL","true","Top","171.15","26.7","-90"
"R150","YAGEO","RC0603FR-07510RL","true","Top","171.15","21.7","-90"
"R151","UNI-ROYAL(Uniroyal Elec)","0402WGF1002TCE","true","Top","86.1","72.3","0"
"R152","UNI-ROYAL(Uniroyal Elec)","0402WGF1002TCE","true","Top","151.25","78.25","0"
"R153","UNI-ROYAL(Uniroyal Elec)","0402WGF1002TCE","true","Top","155.75","69.75","90"
"R154","UNI-ROYAL(Uniroyal Elec)","0402WGF1002TCE","true","Top","150.75","69.75","-90"
"R155","YAGEO","YC164-FR-072KL","true","Top","196","47.75","-90"
"R156","YAGEO","YC164-FR-072KL","true","Top","180.25","47.75","-90"
"R157","YAGEO","YC164-FR-072KL","true","Top","164.75","47.74","-90"
"R158","YAGEO","YC164-FR-072KL","true","Top","149","47.75","-90"
"R159","YAGEO","YC164-FR-072KL","true","Top","133.25","47.75","-90"
"R160","UNI-ROYAL(Uniroyal Elec)","0402WGF1002TCE","true","Top","63.975","75.7","0"
"U1","Texas Instruments","LMR51610YDBVR","true","Top","30.35","22.85","0"
"U2","Texas Instruments","LM61460AASQRJRRQ1","true","Top","54.25","34.05","-90"
"U3","Texas Instruments","LM61460AASQRJRRQ1","true","Top","39.7","34.05","-90"
"U4","Advanced Monolithic Systems","AMS1117-3.3","true","Top","61.25","52.35","0"
"U5","Texas Instruments","LM66100DCKT","true","Top","68.75","57.35","180"
"U6","Texas Instruments","LM66100DCKT","true","Top","65.25","57.35","180"
"U7","Texas Instruments","LSF0102DCUR","true","Top","61.9","44.45","90"
"U8","Texas Instruments","LMR51610YDBVR","true","Top","36.9","49.6","180"
"U9","Texas Instruments","LMR51610YDBVR","true","Top","36.9","74.6","180"
"U10","UTC(Unisonic Tech)","78L05G-AB3-R","true","Top","51.4","46.15","180"
"U11","UTC(Unisonic Tech)","78L05G-AB3-R","true","Top","51.4","71.1","180"
"U12","Analog Devices","ADUM1200ARZ-RL7","true","Top","58.15","63.5","90"
"U13","Analog Devices","ADUM1200ARZ-RL7","true","Top","58.1","88.45","90.01"
"U14","Microchip Tech","MCP1416T-E/OT","true","Top","49.45","58.45","90"
"U15","Microchip Tech","MCP1416T-E/OT","true","Top","49.45","83.4","90"
"U16","Microchip Tech","MCP1416T-E/OT","true","Top","49.45","90.65","90"
"U17","Microchip Tech","MCP1416T-E/OT","true","Top","49.45","65.7","90"
"U18","Texas Instruments","SN74HCT245DGSR","true","Top","75.65","53.545","180"
"U19","Terminus Tech","FE2.1-CQFP48A","true","Top","193","98.6","180"
"U20","Microchip Tech","LAN8742AI-CZ-TR","true","Top","98.7","53.75","90"
"U21","STMicroelectronics","USBLC6-4SC6","true","Top","98.7","46.875","90.01"
"U22","Texas Instruments","TCAN1044AVDRBRQ1","true","Top","199.25","86.2","-90"
"U23","Texas Instruments","TCAN1044AVDRBRQ1","true","Top","199.25","106.75","-90"
"U24","NXP Semicon","PCA9545APW,118","true","Top","120","86","-90"
"U25","NXP Semicon","PCA9545APW,118","true","Top","100","86","-90"
"U26","Analog Devices Inc./Maxim Integrated","MAX3490EESA+T","true","Top","140.45","23.95","180"
"U27","CFSensor","XGZP6859DC100KPGPN","true","Top","23.7","98.7","180"
"U28","CFSensor","XGZP6859DC100KPGPN","true","Top","32.95","98.7","180"
"U29","Avia Semicon (Xiamen)","HX717","true","Top","70","75.45","-90"
"U30","Texas Instruments","SN74LV4052APWR","true","Top","110","101.25","90"
"U31","RENESAS","PS2801-1-F3-A/L","true","Top","149.9","24.2","180"
"U32","XINGLIGHT","XL-1615RGBC-2812B","true","Top","56.2","112.3","90"
"U33","RENESAS","PS2801-1-F3-A/L","true","Top","157.4","24.2","180"
"U34","RENESAS","PS2801-1-F3-A/L","true","Top","166.15","24.2","0"
"U35","XINGLIGHT","XL-1615RGBC-2812B","true","Top","106.3","112.3","90"
"U36","RENESAS","PS2801-1-F3-A/L","true","Top","173.65","24.2","0"
"U37","XINGLIGHT","XL-1615RGBC-2812B","true","Top","156.3","112.3","90"
"U38","XINGLIGHT","XL-1615RGBC-2812B","true","Top","206.3","112.3","90"
"U39","Texas Instruments","SN74LVC4245APWR","true","Top","166.6","96.8","90"
"U40","Texas Instruments","SN74HCT245DGSR","true","Top","153.25","74.5","-90"
"U41","Texas Instruments","SN74HCT245DGSR","true","Top","153.25","64","-90"
"U42","Texas Instruments","AM26LV32IDR","true","Top","203.5","47.75","180"
"U43","Texas Instruments","AM26LV32IDR","true","Top","187.875","47.75","180"
"U44","Texas Instruments","AM26LV32IDR","true","Top","172.25","47.75","180"
"U45","Texas Instruments","AM26LV32IDR","true","Top","156.625","47.75","180"
"U46","Texas Instruments","AM26LV32IDR","true","Top","141","47.75","180"
"X1","NDK","NX2016SA-25MHZ-STD-CZS-2","true","Top","103.8","53.75","180"
"Y1","SMD5032-2P","X503212MSB2GI","true","Top","185.8","95","90"
